>transcript_4-18:ppan
0	189	6855	7044
189	402	10026	10239
402	771	237143	237512
771	858	259128	259215
858	963	296066	296171
963	1236	357222	357495
1236	1368	405029	405161

>transcript_4-19:ppan
0	273	0	273
273	486	10110	10323
486	609	13358	13481
609	909	19881	20181
909	1236	85756	86083
1236	1311	142596	142671
1311	1419	172481	172589
1419	1788	238160	238529
1788	2217	279590	280019
2217	2322	297425	297530
2322	2574	354662	354914
2574	2847	358833	359106
2847	3126	446356	446635
3126	3342	508038	508254

>transcript_4-20:ppan
0	252	352340	352592

>transcript_4-21:ppan
0	273	0	273
273	462	7128	7317
462	675	10299	10512
675	798	13547	13670
798	1098	20070	20370
1098	1410	64078	64390
1410	1737	86257	86584
1737	1812	143097	143172
1812	1920	172982	173090
1920	2289	238661	239030
2289	2376	260646	260733
2376	2805	280178	280607
2805	2910	298013	298118
2910	3183	359169	359442
3183	3315	406976	407108
3315	3696	459635	460016
3696	3705	481514	481523
3705	3921	508617	508833

>transcript_4-22:ppan
0	213	9837	10050
213	288	141573	141648
288	861	197508	198081
861	948	259218	259305
948	1377	278750	279179
1377	1629	353717	353969
1629	1638	479447	479456

>transcript_4-10:ppan
0	273	0	273
273	348	141633	141708
348	456	171518	171626
456	1029	197676	198249
1029	1398	237770	238139
1398	1485	259755	259842
1485	1914	279287	279716
1914	2166	354254	354506
2166	2439	358425	358698
2439	2820	458759	459140
2820	3036	507732	507948

>transcript_4-11:ppan
0	273	0	273
273	462	7128	7317
462	675	10299	10512
675	798	13547	13670
798	1098	20070	20370
1098	1410	64078	64390
1410	1737	86257	86584
1737	1812	143097	143172
1812	2385	199032	199605
2385	2754	239126	239495
2754	2841	261111	261198
2841	3270	280643	281072
3270	3375	298478	298583
3375	3627	355715	355967
3627	3900	359886	360159
3900	4032	407693	407825
4032	4311	447541	447820
4311	4692	460631	461012
4692	4701	482510	482519
4701	4917	509613	509829

>transcript_4-12:ppan
0	273	0	273
273	462	7128	7317
462	675	10299	10512
675	798	13547	13670
798	1098	20070	20370
1098	1410	64078	64390
1410	1737	86257	86584
1737	1812	143097	143172
1812	1920	172982	173090
1920	2289	238661	239030
2289	2376	260646	260733
2376	2805	280178	280607
2805	2910	298013	298118
2910	3162	355250	355502
3162	3435	359421	359694
3435	3567	407228	407360
3567	3846	447076	447355

>transcript_4-8:ppan
0	291	0	291
291	492	7146	7347
492	720	10329	10557
720	849	13592	13721
849	1197	85696	86044
1197	1806	198417	199026
1806	1917	297014	297125
1917	2208	358176	358467
2208	2349	406001	406142

>transcript_4-9:ppan
0	129	12872	13001
129	738	197349	197958
738	1131	237479	237872
1131	1398	353471	353738
1398	1695	444907	445204

>transcript_4-4:ppan
0	111	295208	295319
111	414	443620	443923

>transcript_4-1:ppan
0	132	12872	13004
132	462	19404	19734
462	762	356721	357021
762	1068	444271	444577
1068	1077	478886	478895
1077	1314	505989	506226

>transcript_4-2:ppan
0	204	6855	7059
204	438	10041	10275
438	570	13310	13442
570	930	85417	85777
930	1020	259287	259377

>transcript_4-13:ppan
0	129	12872	13001
129	738	197349	197958
738	1005	353078	353345
1005	1302	444514	444811

>transcript_4-14:ppan
0	291	0	291
291	519	10128	10356
519	648	13391	13520
648	996	85495	85843
996	1605	198216	198825
1605	1716	296813	296924
1716	2007	357975	358266
2007	2148	405800	405941

>transcript_4-15:ppan
0	291	0	291
291	492	7146	7347
492	621	13364	13493
621	969	85468	85816
969	1578	198189	198798
1578	1689	296786	296897
1689	1980	357948	358239
1980	2121	405773	405914

>transcript_4-16:ppan
0	204	6855	7059
204	438	10041	10275
438	570	13310	13442
570	920	85417	85767
920	1010	259277	259367

>transcript_4-17:ppan
0	273	0	273
273	462	7128	7317
462	675	10299	10512
675	798	13547	13670
798	1098	20070	20370
1098	1410	64078	64390
1410	1737	86257	86584
1737	1803	143097	143163
1803	1911	172973	173081
1911	2280	238652	239021
2280	2367	260637	260724
2367	2796	280169	280598
2796	2901	298004	298109
2901	3153	355241	355493
3153	3426	359412	359685
3426	3558	407219	407351
3558	3837	447067	447346

>transcript_5-23:ptro
0	312	32271	32583

>transcript_5-24:ptro
0	189	3762	3951
189	402	7645	7858
402	702	29355	29655
702	1014	32973	33285
1014	1122	123541	123649
1122	1491	149912	150281
1491	1578	151436	151523
1578	2007	156259	156688
2007	2112	164962	165067
2112	2364	200740	200992
2364	2496	262801	262933
2496	2775	297779	298058
2775	3156	323912	324293
3156	3165	325610	325619
